itemLabel,date_of_birth,date_of_death
Q5957784,,0934-01-01T00:00:00Z
Q5958292,1962-01-01T00:00:00Z,
Q5958624,,
Kenneth Einar Himma,1957-01-01T00:00:00Z,
Q5960790,1983-06-22T00:00:00Z,
Q5960955,1959-09-04T00:00:00Z,
Hamid Reza Namazi,,
Hywel Lewis,1910-05-21T00:00:00Z,1992-04-06T00:00:00Z
Q5963147,,
Q5963395,,
Ayatollah Haj Mirza Khalil Kamareyi,1898-01-01T00:00:00Z,1984-01-01T00:00:00Z
Modjtaba Sadria,1949-03-01T00:00:00Z,
Michael J. Loux,,
Kung Tsui-chang,1975-07-01T00:00:00Z,
Richard Brandt,1910-01-01T00:00:00Z,1997-09-10T00:00:00Z
Leonardo da Jandra,1951-01-01T00:00:00Z,
Vegard Martinsen,1955-01-01T00:00:00Z,
Lorenzo Peña,1944-08-29T00:00:00Z,
Iain King,1971-01-01T00:00:00Z,
Iamblichus of Apameia,,
Ian Buchanan,1969-01-01T00:00:00Z,
Ian Robinson,1940-11-18T00:00:00Z,
Karl Mesterton,1715-01-01T00:00:00Z,1773-11-29T00:00:00Z
Idris Azad,1969-08-07T00:00:00Z,
Ray Monk,1957-02-15T00:00:00Z,
Ignacio López de Ayala,1745-01-01T00:00:00Z,1789-04-24T00:00:00Z
Manuel Barrios Casares,1960-01-01T00:00:00Z,
Ignacio de Arbieto,1585-01-01T00:00:00Z,1670-08-07T00:00:00Z
Manuel Cruz,1951-01-01T00:00:00Z,
Igor Pribac,1958-01-01T00:00:00Z,
Manuel Mindán Manero,1902-01-01T00:00:00Z,2006-09-19T00:00:00Z
Manuel Sanz Benito,1860-01-01T00:00:00Z,1911-01-01T00:00:00Z
Marcel Lépée,1888-01-01T00:00:00Z,1951-10-29T00:00:00Z
Iman Xin Chemjong,1904-01-01T00:00:00Z,1975-01-01T00:00:00Z
María Elósegui,1957-12-07T00:00:00Z,
Reza Negarestani,,
Johan Nelander,1709-01-01T00:00:00Z,1789-01-01T00:00:00Z
Mateo Aimerich,1715-01-01T00:00:00Z,1799-01-01T00:00:00Z
John Nome,1904-10-02T00:00:00Z,1980-12-23T00:00:00Z
Miguel Alfonseca,1942-01-25T00:00:00Z,1994-04-06T00:00:00Z
Vitalis Norström,1856-01-29T00:00:00Z,1916-11-29T00:00:00Z
Q6020059,1884-03-12T00:00:00Z,1968-06-27T00:00:00Z
Tadashi Suzuki,1939-06-20T00:00:00Z,
Ingo Walter,,
Inna Solomonik,1932-08-07T00:00:00Z,2009-07-14T00:00:00Z
Jean Meyer,1855-07-08T00:00:00Z,1931-04-13T00:00:00Z
Jean Meyer,1855-07-14T00:00:00Z,1931-04-13T00:00:00Z
Oberdán Caletti,1913-01-01T00:00:00Z,1976-01-01T00:00:00Z
Q6047997,1884-01-19T00:00:00Z,1931-10-16T00:00:00Z
Oscar Terán,1938-01-01T00:00:00Z,2008-03-22T00:00:00Z
Pablo Domínguez Prieto,1966-07-03T00:00:00Z,2009-02-15T00:00:00Z
Intisar-ul-Haque,1935-10-20T00:00:00Z,1996-08-04T00:00:00Z
Wlodek Rabinowicz,1947-01-14T00:00:00Z,
Paraebates,,
İoanna Kuçuradi,1936-10-04T00:00:00Z,
Ion Petrovici,1882-01-01T00:00:00Z,1972-02-17T00:00:00Z
Iosif Andriasov,1933-04-07T00:00:00Z,2000-11-16T00:00:00Z
Gustav Moritz Redslob,1804-05-21T00:00:00Z,1882-02-28T00:00:00Z
Sigurd Ribbing,1816-10-22T00:00:00Z,1899-02-21T00:00:00Z
Irving Copi,1917-07-28T00:00:00Z,2002-08-19T00:00:00Z
Irving Singer,1925-12-24T00:00:00Z,2015-02-01T00:00:00Z
"Irving Thalberg, Jr.",1930-08-25T00:00:00Z,1987-08-21T00:00:00Z
Irwin Edman,1896-11-28T00:00:00Z,1954-09-04T00:00:00Z
Isaac Hays,1796-07-05T00:00:00Z,1879-04-12T00:00:00Z
Isaac Levi,1930-06-30T00:00:00Z,
Isaac Malitz,1947-01-01T00:00:00Z,
Isaac Nathan ben Kalonymus,,
Isaak Benrubi,1876-05-24T00:00:00Z,1943-01-01T00:00:00Z
Yılmaz Öner,1928-09-12T00:00:00Z,2003-10-31T00:00:00Z
Q6088516,1824-03-04T00:00:00Z,1917-05-29T00:00:00Z
Julius Schaller,1810-07-13T00:00:00Z,1868-06-21T00:00:00Z
Ivan Orlov,1886-01-01T00:00:00Z,1936-01-01T00:00:00Z
Ivan Seliminski,1799-01-01T00:00:00Z,1866-01-01T00:00:00Z
Ivan Soll,1938-03-01T00:00:00Z,
Ivan Śleszyński,1854-07-23T00:00:00Z,1931-03-09T00:00:00Z
Ivo Urbančič,1930-11-12T00:00:00Z,2016-08-07T00:00:00Z
Izchak Miller,1935-01-01T00:00:00Z,1994-04-01T00:00:00Z
Reinhardt Grossmann,1931-01-10T00:00:00Z,2010-07-02T00:00:00Z
J. M. Hinton,1923-07-04T00:00:00Z,2000-02-03T00:00:00Z
J. P. A. Mekkes,1898-04-23T00:00:00Z,1987-07-26T00:00:00Z
"Charles Morris, Baron Morris of Grasmere",1898-01-25T00:00:00Z,1990-05-30T00:00:00Z
Charles Norris Cochrane,1889-08-21T00:00:00Z,1945-11-23T00:00:00Z
Charles Parsons,1933-04-13T00:00:00Z,
Charles Saroléa,1870-10-25T00:00:00Z,1953-03-11T00:00:00Z
Charles Taliaferro,1952-08-25T00:00:00Z,
Charles W. Mills,1951-01-01T00:00:00Z,
Charles Winquist,1944-01-01T00:00:00Z,2002-04-04T00:00:00Z
Chattampi Swamikal,1853-08-25T00:00:00Z,1924-05-05T00:00:00Z
Chitrabhanu,1922-07-26T00:00:00Z,
Chittamuru Ramaiah,,
Choe Chung,,
Chris Bobonich,1964-01-01T00:00:00Z,
Christia Mercer,,
Pitambar Charairongba,,
Christina Slade,1953-06-29T00:00:00Z,
Christopher Airay,,1670-10-18T00:00:00Z
Christopher Cherniak,1945-01-01T00:00:00Z,
Christopher D. Green,,
Christopher Janaway,,
Christopher Norris,1947-11-06T00:00:00Z,
Christopher Peacocke,1950-05-22T00:00:00Z,
Christopher Phillips,1959-07-15T00:00:00Z,
Christopher W. Morris,1949-06-07T00:00:00Z,
Chungliang Al Huang,,
Clancy Martin,,
Clark Glymour,1942-08-27T00:00:00Z,
Claude Frassen,1620-01-01T00:00:00Z,1711-02-26T00:00:00Z
Claude Sumner,1919-07-10T00:00:00Z,2012-06-24T00:00:00Z
Claudio Canaparo,1962-10-07T00:00:00Z,
Clifford Williams,1943-01-01T00:00:00Z,
Anton Rovers,1921-01-05T00:00:00Z,2003-04-07T00:00:00Z
María Goyri de Menéndez Pidal,1873-08-29T00:00:00Z,1954-11-28T00:00:00Z
Colin Howson,1945-01-01T00:00:00Z,
Colin McLarty,,
Colin Murray Turbayne,1916-02-07T00:00:00Z,2006-05-16T00:00:00Z
Bram Moerland,1939-01-01T00:00:00Z,
Stefan Pawlicki,1839-09-02T00:00:00Z,1916-04-28T00:00:00Z
Constance Naden,1858-01-24T00:00:00Z,1889-12-23T00:00:00Z
Constantin Antoniade,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z
Cooper Harold Langford,1895-08-25T00:00:00Z,1964-08-28T00:00:00Z
Coriscus of Scepsis,,
Cornelianus,,
Cornelis Willem Opzoomer,1821-09-20T00:00:00Z,1892-08-23T00:00:00Z
Cosimo Boscaglia,1550-01-01T00:00:00Z,1621-01-01T00:00:00Z
Costas Douzinas,1951-01-01T00:00:00Z,
Craig Bartholomew,1961-08-03T00:00:00Z,
Craig Callender,1968-01-01T00:00:00Z,
Craig J. N. de Paulo,1968-01-01T00:00:00Z,
Cressida Heyes,1970-01-01T00:00:00Z,
Crinis,,
Crispin Sartwell,1958-01-01T00:00:00Z,
Cristina Bicchieri,1950-01-01T00:00:00Z,
Czesław Lejewski,1913-01-01T00:00:00Z,2001-01-01T00:00:00Z
Czesław Znamierowski,1888-05-08T00:00:00Z,1967-09-26T00:00:00Z
D. C. Lau,1921-03-06T00:00:00Z,2010-04-26T00:00:00Z
D. F. M. Strauss,1946-01-01T00:00:00Z,
D. G. Leahy,1937-03-20T00:00:00Z,2014-08-07T00:00:00Z
D. H. Th. Vollenhoven,1892-11-01T00:00:00Z,1978-01-01T00:00:00Z
D. P. Chattopadhyaya,1933-11-05T00:00:00Z,
D. V. Gundappa,1887-03-17T00:00:00Z,1975-10-07T00:00:00Z
Dada Dharmadhikari,1899-06-18T00:00:00Z,1985-12-01T00:00:00Z
Dale Beyerstein,1952-01-01T00:00:00Z,
Dalmacio Negro Pavón,1931-12-23T00:00:00Z,
Damien Keown,1951-01-01T00:00:00Z,
Damon Young,1975-01-01T00:00:00Z,
Dan Goldstick,1940-01-01T00:00:00Z,
Dan Massey,1942-12-26T00:00:00Z,2013-01-28T00:00:00Z
Dan Wikler,1946-01-01T00:00:00Z,
Daniel Bonevac,,
Daniel Brock,,
Daniel Callus,1888-01-20T00:00:00Z,1965-05-26T00:00:00Z
Daniel Chandler,1952-01-01T00:00:00Z,
Daniel Little,,
Daniel M. Hausman,1947-03-27T00:00:00Z,
Daniel N. Robinson,1937-03-09T00:00:00Z,
Danish Rahi,1977-07-07T00:00:00Z,
David Alan Johnson,1952-01-01T00:00:00Z,
David Albert,1954-01-01T00:00:00Z,
David Basinger,1947-07-16T00:00:00Z,
David Bell,1947-01-01T00:00:00Z,
David Blitz,,
David Braine,1940-01-01T00:00:00Z,2017-02-17T00:00:00Z
David Carrier,1944-01-01T00:00:00Z,
David Castle,1967-01-01T00:00:00Z,
David Charles,,
David Cockburn,1949-10-12T00:00:00Z,
David Conway,1947-01-01T00:00:00Z,
David Corfield,,
David E. Cooper,1942-10-01T00:00:00Z,
David Edmonds,1964-01-01T00:00:00Z,
David Efird,1974-05-18T00:00:00Z,
David Estlund,,
David Godman,1953-01-01T00:00:00Z,
David Gooding,1947-11-21T00:00:00Z,2009-12-13T00:00:00Z
David Gordon,1948-04-07T00:00:00Z,
David Guest,1911-01-01T00:00:00Z,1938-01-01T00:00:00Z
David H. Sanford,1937-01-01T00:00:00Z,
David James Jones,1886-01-01T00:00:00Z,1947-01-01T00:00:00Z
David Kalupahana,,2014-01-14T00:00:00Z
David Kelley,1949-06-23T00:00:00Z,
Carlo Bianco,1911-07-25T00:00:00Z,2010-04-09T00:00:00Z
Carlo Diano,1902-02-16T00:00:00Z,1974-12-12T00:00:00Z
Carlo Mazzantini,1895-01-01T00:00:00Z,1971-01-01T00:00:00Z
Carlo Sini,1933-12-06T00:00:00Z,
Carlo Turco,1548-01-01T00:00:00Z,1575-01-01T00:00:00Z
Carmelo Ottaviano,1906-01-18T00:00:00Z,1980-01-23T00:00:00Z
Iranshahri,0900-01-01T00:00:00Z,
Hadi Sabzavari,1797-01-01T00:00:00Z,1873-01-01T00:00:00Z
Cataldo Jannelli,1781-09-20T00:00:00Z,1848-07-01T00:00:00Z
Cesare Baldinotti,1747-07-12T00:00:00Z,1821-11-22T00:00:00Z
Cesare Benvenuti,1669-01-01T00:00:00Z,1746-01-01T00:00:00Z
Cesare Tragella,1852-01-04T00:00:00Z,1934-05-08T00:00:00Z
Mantas Adomėnas,1972-10-01T00:00:00Z,
Christos Androutsos,1869-01-19T00:00:00Z,1935-11-03T00:00:00Z
Richard Kirkham,1955-06-18T00:00:00Z,
Claudio Baglietto,1908-01-01T00:00:00Z,1940-01-01T00:00:00Z
Claudio Bonvecchio,1947-01-20T00:00:00Z,
István Cs. Bartos,1979-01-18T00:00:00Z,
Cleto Carbonara,1904-04-01T00:00:00Z,1998-07-27T00:00:00Z
Viktor Grigoryevich Afanasyev,1922-11-18T00:00:00Z,1994-04-10T00:00:00Z
Corrado Curcio,1903-05-15T00:00:00Z,1981-07-02T00:00:00Z
Corrado Mangione,1930-11-25T00:00:00Z,2009-02-28T00:00:00Z
Corrado Ocone,1963-03-05T00:00:00Z,
Wasif Ali Wasif,1929-01-15T00:00:00Z,1993-01-18T00:00:00Z
Ahmad Nadeem Qasmi,1916-11-20T00:00:00Z,2006-07-10T00:00:00Z
Cosimo Amidei,1725-01-01T00:00:00Z,1783-01-01T00:00:00Z
Cosmo Guastella,1854-03-01T00:00:00Z,1922-11-11T00:00:00Z
Costantino Grimaldi,1667-01-30T00:00:00Z,1750-10-16T00:00:00Z
Jon Elia,1931-12-14T00:00:00Z,2002-11-08T00:00:00Z
Dagobert D. Runes,1902-01-06T00:00:00Z,1982-09-24T00:00:00Z
John Laird,1887-05-17T00:00:00Z,1946-08-05T00:00:00Z
David George Ritchie,1853-10-26T00:00:00Z,1903-02-03T00:00:00Z
David Winspeare,1775-05-22T00:00:00Z,1847-09-13T00:00:00Z
Defendente Sacchi,1796-10-22T00:00:00Z,1840-10-20T00:00:00Z
Diego Marconi,1947-06-10T00:00:00Z,
Dionisodoro,,
Wolfgang Smith,1930-01-01T00:00:00Z,
Hugh MacColl,1837-01-01T00:00:00Z,1909-01-01T00:00:00Z
Domenico D'Orsi,1930-02-10T00:00:00Z,2010-01-21T00:00:00Z
Domenico Gagliardi,1660-01-01T00:00:00Z,1745-01-01T00:00:00Z
Domenico Grimaldi,1734-02-15T00:00:00Z,1805-11-05T00:00:00Z
Domenico Jervolino,1946-01-01T00:00:00Z,
Edmond Paris,1894-01-25T00:00:00Z,1970-01-01T00:00:00Z
Edme Pourchot,1651-01-01T00:00:00Z,1734-06-22T00:00:00Z
Elia Astorini,1651-01-01T00:00:00Z,1702-01-01T00:00:00Z
Eligio Resta,1948-01-01T00:00:00Z,
Elio D'Anna,1949-09-03T00:00:00Z,
Elizabeth Wolgast,1929-04-24T00:00:00Z,
Elémire Zolla,1926-07-09T00:00:00Z,2002-05-29T00:00:00Z
Emanuele Castrucci,1952-06-03T00:00:00Z,
Emanuele Riverso,1928-12-23T00:00:00Z,2007-01-01T00:00:00Z
Emanuele Rossi,1760-01-01T00:00:00Z,1835-11-13T00:00:00Z
Emanuele Samek Lodovici,1942-12-28T00:00:00Z,1981-05-05T00:00:00Z
Emiliano Avogadro della Motta,1798-10-16T00:00:00Z,1865-02-09T00:00:00Z
Emiliano Bazzanella,1963-08-06T00:00:00Z,
Emilio Garroni,1925-12-14T00:00:00Z,2005-08-06T00:00:00Z
Enrico Bellone,1938-08-14T00:00:00Z,2011-04-16T00:00:00Z
Enrico Caporali,1838-01-01T00:00:00Z,1918-01-01T00:00:00Z
Enrico Giannetto,1958-11-06T00:00:00Z,
Enrico Opocher,1914-02-19T00:00:00Z,2004-03-03T00:00:00Z
Enrico Pessina,1828-10-17T00:00:00Z,1916-09-24T00:00:00Z
Ercole Roselli,1818-01-01T00:00:00Z,1905-01-01T00:00:00Z
Q3731307,,
Ermanno Bencivenga,1950-01-01T00:00:00Z,
Erminio Juvalta,1862-04-06T00:00:00Z,1934-10-05T00:00:00Z
Erminio Troilo,1874-07-08T00:00:00Z,1968-12-19T00:00:00Z
Herminus,t255392524,t255392525
Ermioneo,,
Eugenio Lecaldano,1940-01-01T00:00:00Z,
Eugenio Mazzarella,1951-06-26T00:00:00Z,
Eurifamo di Metaponto,,
Eustachio Paolo Lamanna,1885-08-09T00:00:00Z,1967-06-12T00:00:00Z
Evandro Agazzi,1934-10-23T00:00:00Z,
Esa Saarinen,1953-07-27T00:00:00Z,
John of St. Thomas,1589-06-09T00:00:00Z,1644-06-17T00:00:00Z
Ezio Riondato,1921-04-07T00:00:00Z,2004-08-27T00:00:00Z
Wacław Grzybowski,1887-01-01T00:00:00Z,1959-01-01T00:00:00Z
Leonid Stolovich,1929-07-22T00:00:00Z,2013-11-04T00:00:00Z
Georgy Shchedrovitsky,1929-02-23T00:00:00Z,1994-02-03T00:00:00Z
Nikolai Iosifovich Konrad,1891-03-25T00:00:00Z,1970-09-30T00:00:00Z
Jonathan Bennett,1930-02-17T00:00:00Z,
Michael Bratman,1945-07-25T00:00:00Z,
Otto Brusiin,1906-01-01T00:00:00Z,1973-01-01T00:00:00Z
Sigmund Kvaløy Setreng,1934-10-20T00:00:00Z,2014-05-27T00:00:00Z
Alexander Rosenberg,1946-08-08T00:00:00Z,
Vladimir Hütt,1936-04-18T00:00:00Z,1997-06-04T00:00:00Z
Claus Emmeche,1956-01-01T00:00:00Z,
Federico Stella,1935-01-01T00:00:00Z,2006-07-08T00:00:00Z
Giorgio Prodi,1928-08-12T00:00:00Z,1987-12-04T00:00:00Z
Felice Balbo,1913-01-01T00:00:00Z,1964-02-03T00:00:00Z
Felice Balbo,1914-01-01T00:00:00Z,1964-02-03T00:00:00Z
Felice Battaglia,1902-05-23T00:00:00Z,1977-03-28T00:00:00Z
Felice Cimatti,1959-09-20T00:00:00Z,
Felice Figliucci,1525-01-01T00:00:00Z,1590-01-01T00:00:00Z
Felice Tocco,1845-09-11T00:00:00Z,1911-06-06T00:00:00Z
E. J. Lowe,1950-01-01T00:00:00Z,2014-01-05T00:00:00Z
Ferdinando Epifanio,1569-11-02T00:00:00Z,1638-12-07T00:00:00Z
Sebastian Shaumyan,1916-02-27T00:00:00Z,2007-01-21T00:00:00Z
Ferrante de Gemmis,1732-04-14T00:00:00Z,1803-04-21T00:00:00Z
Flavio Baroncelli,1944-01-15T00:00:00Z,2007-02-20T00:00:00Z
Richard McKeon,1900-04-26T00:00:00Z,1985-03-31T00:00:00Z
Richard Milton Martin,1916-01-01T00:00:00Z,1985-11-22T00:00:00Z
Richard Norman,,
Richard Ryscavage,1945-03-25T00:00:00Z,
Richard Sault,,1702-01-01T00:00:00Z
Richard Shute,1849-11-06T00:00:00Z,1886-09-22T00:00:00Z
Richard Sorabji,1934-11-08T00:00:00Z,
Richard Sylvan,1935-12-13T00:00:00Z,1996-06-16T00:00:00Z
Richard Thomas Nolan,1937-05-30T00:00:00Z,
Richard W. Miller,,
Richard Wahle,1857-01-14T00:00:00Z,1935-10-21T00:00:00Z
Richard Watson,1931-02-23T00:00:00Z,
Rick Roderick,1949-01-01T00:00:00Z,2002-01-01T00:00:00Z
Robert Allen Phillips,1968-04-18T00:00:00Z,
Robert Allinson,1942-10-02T00:00:00Z,
Robert Alyngton,,1398-09-01T00:00:00Z
Robert B. Talisse,1970-01-01T00:00:00Z,
Robert Bruce Raup,1888-03-21T00:00:00Z,1976-04-13T00:00:00Z
Robert Cowton,,
Robert Denoon Cumming,1916-01-01T00:00:00Z,2004-08-25T00:00:00Z
Robert F. Almeder,1939-12-11T00:00:00Z,
Robert Fogelin,1932-01-01T00:00:00Z,
Robert Frodeman,,
Robert Greene,1678-01-01T00:00:00Z,1730-01-01T00:00:00Z
Robert Grudin,1938-03-11T00:00:00Z,
Robert Holcot,1290-01-01T00:00:00Z,1349-01-01T00:00:00Z
Robert J. Henle,1909-09-12T00:00:00Z,2001-01-20T00:00:00Z
Robert Kirk,1933-11-13T00:00:00Z,
Robert Koons,,
Robert L. Holmes,,
Robert M. Yost,1917-01-01T00:00:00Z,
Robert Macnish,1802-02-15T00:00:00Z,1837-01-16T00:00:00Z
Robert Magliola,1940-01-01T00:00:00Z,
Robert McKim,1952-12-29T00:00:00Z,
Robert P. Crease,1953-10-22T00:00:00Z,
Robert S. Corrington,1950-01-15T00:00:00Z,
Robert Sharrock,1630-01-01T00:00:00Z,1684-01-01T00:00:00Z
Robert T. Craig,1947-05-10T00:00:00Z,
Robert T. Pennock,,
Robert Ulanowicz,1943-09-17T00:00:00Z,
Roberta Kevelson,1931-11-04T00:00:00Z,1998-11-28T00:00:00Z
Roberto Carifi,1948-01-01T00:00:00Z,
Roberto Torretti,1930-02-15T00:00:00Z,
Robin LePoidevin,1962-01-01T00:00:00Z,
Rod L. Evans,,
Roderick Firth,1917-01-01T00:00:00Z,1987-12-22T00:00:00Z
Roger Chao,,
Roger Steare,1958-03-10T00:00:00Z,
Rohit Jivanlal Parikh,1936-11-20T00:00:00Z,
Roland J. Teske,1934-10-29T00:00:00Z,2015-05-18T00:00:00Z
Romanas Plečkaitis,1933-08-11T00:00:00Z,2009-08-17T00:00:00Z
Ron McClamrock,,
Ron Polansky,,
Ronald Englefield,1891-01-01T00:00:00Z,1975-01-01T00:00:00Z
Ronald Stamper,1934-01-01T00:00:00Z,
Ronda Chervin,,
Rose Rand,1903-06-14T00:00:00Z,1980-07-28T00:00:00Z
Rosemary Haughton,1927-04-13T00:00:00Z,
Ross Honeywill,,
Roy A. Clouser,,
Rupert Lodge,1886-12-08T00:00:00Z,1961-03-01T00:00:00Z
Rupert Read,1966-01-01T00:00:00Z,
Rushworth Kidder,1944-05-08T00:00:00Z,2012-03-05T00:00:00Z
Russ Shafer-Landau,1963-02-18T00:00:00Z,
Russell Blackford,1954-01-01T00:00:00Z,
Ruth Chang,,
Ruth L. Saw,1901-08-01T00:00:00Z,1986-03-23T00:00:00Z
Ruth Macklin,,
Ruth Nanda Anshen,1900-06-14T00:00:00Z,2003-12-02T00:00:00Z
S. Barry Cooper,1943-01-01T00:00:00Z,2015-10-26T00:00:00Z
S. N. Balagangadhara,1952-01-03T00:00:00Z,
Sytse Ulbe Zuidema,1906-04-22T00:00:00Z,1975-09-28T00:00:00Z
Sadananda,,
Sadayoshi Fukuda,1917-01-01T00:00:00Z,2002-01-01T00:00:00Z
Sahajananda Saraswati,1925-07-10T00:00:00Z,2007-12-10T00:00:00Z
Sahajanand Saraswati,1889-02-22T00:00:00Z,1950-06-25T00:00:00Z
Sahodaran Ayyappan,1889-08-21T00:00:00Z,1968-03-06T00:00:00Z
Sahotra Sarkar,1962-01-01T00:00:00Z,
Saifuddin Bohra,1933-05-16T00:00:00Z,2007-08-15T00:00:00Z
Sally Haslanger,,
Salman Husaini Nadwi,1954-01-01T00:00:00Z,
Salvator Tongiorgi,1820-12-25T00:00:00Z,1865-11-12T00:00:00Z
Salvino Azzopardi,1931-06-21T00:00:00Z,2006-08-06T00:00:00Z
Sam Gillespie,1970-09-01T00:00:00Z,2003-08-08T00:00:00Z
Sam Keen,1931-01-01T00:00:00Z,
Samavedam Shanmukha Sarma,1967-06-26T00:00:00Z,
Samson Bodnărescu,1840-06-27T00:00:00Z,1902-01-01T00:00:00Z
Samuel Cabanchik,1958-08-18T00:00:00Z,
Samuel Danforth,1626-01-01T00:00:00Z,1674-01-01T00:00:00Z
Samuel Eells,1810-01-01T00:00:00Z,1842-01-01T00:00:00Z
Samuel Guttenplan,1944-07-26T00:00:00Z,
Samuel Maximilian Rieser,1893-01-01T00:00:00Z,1981-01-01T00:00:00Z
Samuel Ramos,1897-06-08T00:00:00Z,1959-06-20T00:00:00Z
Samuel Todes,1927-06-27T00:00:00Z,1994-10-21T00:00:00Z
Samuel ibn Seneh Zarza,,
"Sandie Lindsay, 1st Baron Lindsay of Birker",1879-05-14T00:00:00Z,1952-03-18T00:00:00Z
Sandra Bartky,1935-05-05T00:00:00Z,2016-10-17T00:00:00Z
Sandra Dingli,1952-01-01T00:00:00Z,
Santhananda,1921-03-28T00:00:00Z,2002-05-27T00:00:00Z
Sara Grant,1922-12-19T00:00:00Z,2002-01-01T00:00:00Z
Sara Ruddick,1935-02-17T00:00:00Z,2011-03-20T00:00:00Z
Sarah Hoagland,,
Sardar Anjum,1941-01-01T00:00:00Z,2015-07-10T00:00:00Z
Sardar Fazlul Karim,1925-05-01T00:00:00Z,2014-06-15T00:00:00Z
Satyatma Tirtha,,
Saul Levi Morteira,1596-01-01T00:00:00Z,1660-02-10T00:00:00Z
Saviour Cumbo,1810-01-01T00:00:00Z,
Sayed Ebrahim Dibaj,,
Sayed Hassan Akhlaq,1976-01-01T00:00:00Z,
Schahan Berberian,1891-01-01T00:00:00Z,1956-10-09T00:00:00Z
Scott Buchanan,1895-03-17T00:00:00Z,1968-03-25T00:00:00Z
Scott Sehon,1963-11-25T00:00:00Z,
Sebastiano Maffettone,1948-04-01T00:00:00Z,
Sebastián Fox Morcillo,1526-01-01T00:00:00Z,1559-01-01T00:00:00Z
Sediq Afghan,1958-01-01T00:00:00Z,
Seiichi Hatano,1877-07-21T00:00:00Z,1950-01-17T00:00:00Z
Seit Devdariani,1879-01-01T00:00:00Z,1937-09-21T00:00:00Z
Seo Gyeong-deok,1489-01-01T00:00:00Z,1546-01-01T00:00:00Z
Seong Hui-ahn,1461-01-01T00:00:00Z,1513-01-01T00:00:00Z
Shabtai Ben-Dov,1924-01-01T00:00:00Z,1978-01-01T00:00:00Z
Shadia Drury,1950-01-01T00:00:00Z,
Shakuntala Singh,1952-02-14T00:00:00Z,
Shalom Carmy,1949-05-01T00:00:00Z,
Shankar Vaman Dandekar,1896-01-01T00:00:00Z,1969-07-09T00:00:00Z
Shannon Bell,1955-07-05T00:00:00Z,
Sharyn Clough,1965-05-14T00:00:00Z,
Shaun Gallagher,1948-01-01T00:00:00Z,
Shaun Nichols,,
Shea Zellweger,1925-09-07T00:00:00Z,
Shemariah of Negropont,,
Sherrilyn Roush,,
Shin'ichi Hisamatsu,1889-01-01T00:00:00Z,1980-01-01T00:00:00Z
Shinichiro Kurimoto,1941-11-23T00:00:00Z,
Shiv R. Jhawar,1948-01-01T00:00:00Z,
Shkelzen Maliqi,1947-10-26T00:00:00Z,
Q7502254,,
Q7503105,1879-02-15T00:00:00Z,1957-02-09T00:00:00Z
Shunsuke Tsurumi,1922-06-25T00:00:00Z,2015-07-20T00:00:00Z
Shyam Sunder Surolia,1920-08-25T00:00:00Z,2001-07-20T00:00:00Z
Simmias of Syracuse,,
Simo Elaković,1940-01-01T00:00:00Z,
Simon Glendinning,1964-12-13T00:00:00Z,
Simon Somerville Laurie,1829-11-13T00:00:00Z,1909-03-02T00:00:00Z
Simon of Faversham,1260-01-01T00:00:00Z,1306-01-01T00:00:00Z
"Sir Ralph Wedgwood, 4th Baronet",1964-12-10T00:00:00Z,
Sisir Kumar Maitra,1887-01-19T00:00:00Z,1963-01-01T00:00:00Z
Sister Vajira,1928-10-14T00:00:00Z,1991-12-07T00:00:00Z
Sitanath Tattwabhushan,1856-01-01T00:00:00Z,
Inayatullah Khan Mashriqi,1888-08-25T00:00:00Z,1963-08-27T00:00:00Z
Soham Swami,,1918-12-05T00:00:00Z
Sophia Hume,1702-01-01T00:00:00Z,1774-01-01T00:00:00Z
Sophonias,,
Spomenka Hribar,1941-01-25T00:00:00Z,
Sri Abhinava Vidyatirtha,1917-11-13T00:00:00Z,1989-09-21T00:00:00Z
Sri Anirvan,1896-07-08T00:00:00Z,1978-05-31T00:00:00Z
Sri Bharati Tirtha,1951-04-11T00:00:00Z,
Sri Nrusimha Bharati VIII,1798-01-01T00:00:00Z,
Sri Sacchidananda Bharati I,,
Sri Sacchidananda Shivabhinava Nrusimha Bharati,1817-01-01T00:00:00Z,1879-01-01T00:00:00Z
Sridhara,0870-01-01T00:00:00Z,0930-01-01T00:00:00Z
Sripadaraja,1404-01-01T00:00:00Z,1502-01-01T00:00:00Z
Stanley Eveling,1925-01-01T00:00:00Z,2008-12-24T00:00:00Z
Stanley Sfekas,1942-01-01T00:00:00Z,
Stanton Davis Kirkham,1868-12-07T00:00:00Z,1944-01-06T00:00:00Z
Stathis Zachos,1947-01-01T00:00:00Z,
Stefan Błachowski,1889-05-19T00:00:00Z,1962-01-31T00:00:00Z
Stella Kramrisch,1896-01-01T00:00:00Z,1993-01-01T00:00:00Z
Stephen Darwall,1946-01-01T00:00:00Z,
Stephen David Ross,1935-01-01T00:00:00Z,
Stephen Davies,1950-01-01T00:00:00Z,
Stephen E. Braude,,
Stephen Francis Barker,1946-01-01T00:00:00Z,
Stephen Gaukroger,1954-01-01T00:00:00Z,
Stephen K. White,1949-01-01T00:00:00Z,
Stephen L. Esquith,,
Stephen Laurence,,
Stephen Law,1960-01-01T00:00:00Z,
Stephen Menn,1964-01-01T00:00:00Z,
Stephen Mulhall,1962-01-01T00:00:00Z,
Stephen Mumford,1965-07-31T00:00:00Z,
